User_ID,Signup_Date
13565,2004-10-14
6916,2005-03-09
19462,1990-10-20
26890,1990-12-05
35350,2009-11-18
6939,1997-07-14
12315,1999-02-23
20783,1994-01-05
34351,2003-12-10
37424,2000-12-26
3121,1999-07-18
25911,2009-01-08
32569,2003-12-18
33855,1997-01-25
38721,1991-04-17
12356,1992-05-28
32581,1996-06-17
10579,2009-02-25
14947,1992-08-28
10859,2001-07-24
42347,2004-12-01
12397,1998-10-26
20078,1993-03-03
33902,2008-12-24
12662,2005-04-11
19063,1996-06-08
42116,1996-03-12
30099,2000-11-24
42394,1999-06-27
26011,2005-02-01
40859,1991-02-28
41635,1996-02-05
19367,1990-05-24
41907,2009-11-15
9145,1999-12-20
35259,1991-02-13
22467,1994-09-28
20678,1995-09-20
26319,2003-10-26
21201,1996-03-18
45010,1997-05-25
25564,1992-12-02
31206,2008-07-21
34795,2001-04-03
35856,1970-08-19
21521,1969-08-26
41240,1999-11-21
32287,1930-10-21
29729,1907-09-01
11042,1902-07-02
15140,1908-08-12
30244,1928-11-20
37681,1964-07-19
28723,1983-03-04
10295,1984-08-12
30007,1932-05-13
32825,1978-06-12
20287,1906-11-15
32064,1918-10-19
4930,1935-08-18
2373,1975-12-27
28503,1907-12-02
35928,1923-01-03
19292,1946-12-02
45149,1985-05-11
31582,1937-12-23
28776,1956-04-02
19049,1907-07-25
34155,1958-08-07
18303,1941-09-17
23681,1933-11-21
36230,1936-02-27
12168,1999-08-10
25993,1992-09-18
28045,1911-01-14
36493,1913-07-14
34190,1910-10-26
29585,1945-04-10
36763,1902-12-03
26530,1909-06-26
12966,1927-08-24
37545,1926-09-27
12462,1968-04-19
18094,1923-01-27
26802,1942-10-15
17331,1954-10-03
11450,2000-06-20
38074,1960-05-26
18369,1912-03-02
8662,1958-11-25
18139,1911-12-09
41187,1906-05-01
20709,1929-07-18
29419,1939-07-11
18412,1955-03-25
35055,1984-08-24
34288,1917-04-10
27123,1908-02-05
10741,1934-04-21
26101,1966-06-18
9464,2006-07-13
33036,1997-02-11
30483,1999-11-08
24086,1995-04-03
39706,2009-04-07
32551,1999-09-06
14646,1992-06-05
17975,2012-04-13
42039,2009-06-21
23352,1997-09-25
12616,1992-10-25
23369,2010-07-10
22387,1999-06-09
6783,1992-01-18
27017,2005-11-08
22175,1994-01-28
13219,1990-03-10
37035,1997-05-15
7099,1999-07-03
7878,1991-10-25
18890,2004-07-25
8659,1993-12-17
20445,1994-02-23
43230,1995-09-04
15339,1992-10-23
25585,1994-07-08
26867,2000-08-14
30453,1994-07-10
41220,1998-04-24
24618,1980-04-20
36178,2011-11-20
13976,1989-11-24
16809,1986-09-06
26029,1988-08-10
31175,1998-10-07
15569,2005-02-07
39932,1995-10-08
28198,1968-03-12
13909,1971-06-18
13603,1918-05-25
19391,1996-02-27
16666,1997-11-23
23066,2002-10-12
21048,2013-06-28
16194,2010-02-13
41283,2001-11-21
38495,1996-09-17
17516,2004-04-18
41331,1997-09-25
36506,1994-02-03
21404,2000-03-26
13773,2002-06-21
41935,1992-01-13
25042,1993-02-03
20180,1999-09-14
40412,1992-09-12
40167,1999-01-28
35312,2003-10-27
17178,1973-12-13
14893,2005-07-27
7990,1978-09-06
26689,1976-11-19
19784,1982-11-11
35150,1979-04-28
11101,1993-06-12
9310,1973-08-26
26981,1986-05-03
18791,2013-02-14
32618,1974-05-27
12410,1977-12-25
19834,1987-12-05
27519,1976-02-28
36237,1975-04-07
34449,1995-05-19
8084,1972-01-04
19860,2003-03-16
9373,1988-04-03
43171,1973-05-10
28580,2003-05-17
37029,2007-11-02
8104,1970-12-08
18350,2003-05-20
47796,1971-06-27
13510,1997-02-06
9165,1971-10-24
31183,1971-09-20
31197,1969-08-02
38109,1970-05-11
17126,1969-08-06
18153,1971-04-05
33262,1989-12-01
6898,2015-11-26
28147,2018-04-27
14593,1989-02-16
28164,1983-10-26
17935,1992-03-18
44320,1990-04-19
20257,1989-03-11
27951,1996-06-27
36911,1984-02-24
15924,1982-08-19
32320,2009-01-10
14403,1991-02-23
15428,2001-02-22
8775,1983-12-21
34377,2012-07-19
32842,2003-09-15
8529,1996-09-10
8786,1982-08-16
25429,1989-12-19
17239,1982-01-19
18780,2000-06-03
32096,1991-08-21
32356,1989-06-21
39014,2002-09-25
20584,1981-04-13
26731,1981-08-01
26996,1992-01-25
17021,1979-01-24
19325,1990-07-28
37247,1994-06-18
37253,1985-12-15
28298,2002-08-14
33424,2012-05-08
33431,1994-10-19
15257,1984-10-05
13980,1996-04-25
34736,1980-04-24
7348,1996-09-28
23225,2012-08-19
45245,1998-01-05
9409,2010-12-12
12236,1981-02-04
14796,1991-05-12
43988,1988-03-25
42710,1984-02-17
6359,1987-02-25
22489,1995-03-18
38627,1989-12-04
21733,1988-01-05
21479,1984-08-05
17896,1986-09-26
34544,2014-06-28
35853,1973-10-03
26383,1948-03-08
11289,1945-06-03
14125,1979-10-28
31794,1952-08-27
19252,2013-04-25
22078,1947-07-16
29768,1987-06-24
19029,1960-06-16
14680,2001-01-18
39512,1953-11-20
4441,1936-05-14
36186,1967-05-20
24928,1953-07-15
25441,1944-03-18
25716,2006-07-23
17534,1992-10-24
35464,1940-02-10
24207,1947-04-19
28307,1947-10-05
27031,1944-07-13
26532,1964-04-01
14000,1946-03-12
45489,1939-03-09
10932,1958-02-19
20170,1938-12-22
41932,2007-12-09
31473,1966-04-19
27667,1975-06-02
4398,1976-04-02
14638,2012-01-23
30546,2001-04-28
41051,1978-02-15
43909,2004-04-27
3775,2005-12-12
41178,1959-04-28
15872,1996-09-21
29885,1970-06-28
11803,1980-10-05
30075,1995-09-28
18067,1920-05-26
13567,1939-12-13
22789,2002-03-12
45317,1992-09-08
6668,1982-05-11
35641,1981-11-04
27232,1979-01-28
34733,1993-04-13
25018,1979-10-18
33516,1983-04-10
26878,1998-04-21
11785,1987-05-18
40970,1990-10-24
14367,1986-08-26
35620,2003-08-17
24105,1992-09-15
9776,1992-04-08
41528,2000-05-27
10047,2013-02-25
21570,2004-08-04
26179,1998-02-03
27208,2004-11-24
39499,1990-01-26
11089,1996-01-18
23890,2009-03-27
21592,1994-05-19
34914,1995-10-08
38510,1995-04-08
22383,1989-02-08
18059,1990-07-05
15255,1996-03-06
31134,1993-06-16
22691,1986-02-07
17324,1997-05-21
26044,1997-03-15
1985,2012-11-17
29905,2002-04-26
42962,2006-07-13
12507,2006-05-25
31964,2003-10-25
10461,2005-09-13
36576,2004-08-08
34530,1994-03-21
44515,1987-11-04
42730,1991-03-11
25330,1991-12-05
32252,2014-06-02
39175,1976-10-20
32010,1994-05-14
13076,2001-01-05
25878,1997-11-01
13079,2001-12-05
17690,1981-07-17
27931,2007-08-13
7455,1979-04-05
22054,1987-12-03
24870,1999-10-18
37417,1983-07-24
16683,1981-09-28
10289,1977-10-15
32049,2013-10-10
10810,1998-06-15
16450,1995-12-23
32835,1972-05-06
35910,2009-12-10
8008,1976-11-12
31053,1976-06-04
13651,2007-08-19
14934,1975-01-16
29271,1995-03-07
14168,1999-07-26
4443,1993-01-16
32351,1977-04-11
45672,1977-08-11
39018,1982-10-11
26475,1974-12-12
17262,1974-02-24
6768,2000-08-22
26225,1999-03-07
33142,2011-10-16
18295,1976-11-27
17535,1997-12-07
40577,1985-05-24
35463,2010-04-01
10381,2009-01-10
30096,1992-05-01
21396,1999-06-14
40853,1973-11-27
36759,1990-03-17
14493,1979-12-01
17310,1978-03-27
19627,1990-04-16
42926,1988-07-08
15791,1990-01-06
28088,1981-03-05
43195,1974-04-16
9413,2010-10-20
15310,1979-03-16
36573,1992-07-21
18156,2011-01-12
9200,1991-05-06
42484,2011-08-28
44045,1985-12-02
41746,1982-07-19
14105,2006-01-02
7451,1978-03-14
33057,1993-06-23
20007,1988-08-20
33331,1987-07-13
40781,1979-01-14
41296,1992-09-24
20563,1993-05-22
12659,1982-03-24
37240,2005-10-20
22651,1988-09-21
31615,1990-04-01
17539,1987-02-23
23690,1997-07-05
26541,1995-11-06
34224,1994-03-14
15537,1990-09-05
31682,1977-09-03
11976,1987-08-03
34250,1987-01-17
38367,1986-11-21
16900,1997-07-08
19231,1995-12-09
30782,2010-02-26
11114,1999-09-11
19306,1995-07-19
29849,1996-02-26
9394,2001-08-18
41471,1993-02-19
6200,1939-05-15
39768,1979-01-08
39681,1957-09-16
8972,1931-07-10
3346,1965-12-13
18207,1956-12-27
19251,1964-02-17
28482,1961-07-23
37229,1933-02-10
14446,1979-10-09
42648,2001-05-23
7066,1939-04-15
29634,1936-10-14
39109,1970-12-03
30186,1947-02-25
35824,1953-12-10
25334,1953-06-01
25088,1998-12-02
22531,2005-09-21
25349,2011-04-11
22299,2006-05-22
49181,2004-01-12
27169,2016-09-21
20537,2006-12-12
27965,2014-01-16
23872,2005-06-12
32845,1999-10-01
35917,2007-08-22
42348,1997-06-03
45686,2006-04-01
32120,2000-10-10
19580,2001-11-23
15499,2001-08-11
40594,2005-02-26
16539,1998-06-25
25521,2004-10-09
19122,2009-06-10
36277,2010-04-24
38594,1998-07-01
34515,2001-08-26
16855,2002-03-27
23259,1999-12-20
23282,2005-01-01
12533,2001-09-05
22283,1979-10-14
36365,1934-03-26
32274,1947-01-25
26646,1963-09-28
22040,1934-11-21
32026,1936-12-08
42522,1989-03-13
30492,1983-08-22
44572,1935-07-04
40999,1938-04-03
25898,1979-02-09
14891,1945-04-01
39724,1957-07-18
27185,1987-07-28
16947,1955-07-12
19514,1951-06-07
40506,1975-06-09
20028,1935-12-26
24897,1955-02-20
22862,1969-01-23
34382,1954-02-08
26703,1980-12-22
28498,1940-04-04
6740,1964-04-21
15446,1991-01-21
43098,1935-07-04
40539,1951-03-09
25436,1947-12-07
47464,1965-06-01
43114,1992-09-16
18541,1937-08-27
33133,1937-03-15
23153,1961-04-26
25978,1956-11-26
38010,1955-06-16
9851,2000-09-18
9597,1972-04-15
27006,1960-11-08
25986,1992-03-24
34692,1973-08-02
11144,1937-06-13
16267,1937-09-14
18062,1990-02-08
42902,1943-07-09
38555,1955-06-04
19873,1938-12-12
21160,2003-02-24
6825,1940-05-27
43442,1944-11-13
25523,1950-09-12
24760,2001-09-07
23228,1972-11-19
22465,1946-12-19
17617,1933-11-07
15575,1932-07-17
9950,1972-11-22
16352,1980-07-09
16875,1963-11-22
12013,1965-10-17
14829,1950-03-18
45807,1947-05-19
31734,1952-11-26
13816,1970-11-05
4346,1963-01-04
33274,1942-04-21
13563,1988-01-04
12804,1970-01-04
30222,1933-12-19
40719,1989-01-04
28177,1953-12-15
18208,1946-05-05
45348,1950-09-23
16167,1959-09-27
15144,1989-12-12
23096,1975-12-22
26437,1965-04-15
20829,1946-07-05
14436,1977-07-06
33131,1985-12-12
25199,1969-09-03
19569,1937-09-04
37753,1938-10-09
30587,1978-02-27
31355,1969-04-02
12165,1935-08-10
6793,1967-01-08
13966,1940-01-04
30862,1951-09-23
35215,1970-12-03
18832,2004-02-04
33168,1966-12-16
17556,1979-04-23
28311,1962-05-09
42395,1941-05-03
17321,1982-06-23
17844,1939-12-23
17088,1965-09-26
28610,1956-02-17
22984,1949-06-20
9937,1987-09-28
16090,1947-02-15
36314,1956-05-27
13027,1937-04-13
41447,1941-04-09
28140,1933-03-06
23535,1975-09-07
20465,1955-09-10
42737,2000-11-28
8693,1965-04-25
31222,1958-02-14
21503,1951-08-25
5687,2003-09-10
28749,2008-07-26
38222,2005-08-21
21865,2002-09-03
40554,2004-07-18
41127,2005-01-03
41909,2011-12-24
43452,1995-06-27
39696,1984-04-28
8161,1978-12-21
36035,1971-03-10
13060,1973-03-26
41749,1911-12-15
39704,1949-05-19
38427,1910-08-19
43048,1921-09-02
26452,1943-11-15
18289,1947-04-13
28792,1991-06-11
30598,1907-10-15
43168,1950-12-20
26281,1966-03-23
37036,1907-08-28
33711,1973-06-23
20916,1908-08-20
13253,1967-11-21
27355,1913-05-21
42213,1913-10-05
40169,1922-01-27
26361,1915-04-01
7681,1992-05-20
38149,1999-01-19
8456,2003-03-11
37129,2002-12-08
30223,1992-01-09
10261,1995-11-05
26393,2009-07-19
34075,1997-08-11
19747,1992-09-25
32550,1995-06-17
11817,2006-02-21
23088,2013-03-26
39999,1998-05-18
36690,1997-02-11
13398,2001-05-09
29793,1998-02-01
24173,2001-04-07
37231,1994-06-17
30074,2003-07-12
17797,1993-01-16
25737,1991-10-26
29067,2013-05-06
7822,2001-08-10
16534,1992-04-01
47260,2007-05-14
9117,1994-02-25
38819,2012-10-17
20133,1991-12-15
32426,1996-07-14
16811,2005-12-20
20655,2001-03-16
30895,2001-08-13
29108,1998-02-24
12984,1996-09-28
37052,1992-08-06
12481,2005-02-15
25796,2005-02-28
20439,2003-05-05
14812,1997-10-27
15327,1997-12-16
14817,2000-07-09
39415,1999-04-17
13097,1992-01-07
32043,1963-01-04
32302,1972-09-05
40497,1959-05-28
28211,1971-05-16
15422,1953-03-28
12096,1985-10-08
31810,1969-05-01
9027,1960-09-23
11332,1990-06-07
27972,1992-11-19
35143,1983-12-21
42312,1966-01-05
33356,1961-12-14
9549,1963-05-04
29777,1961-03-11
27482,1961-01-13
21086,1971-11-16
9827,1976-11-16
14964,1961-07-04
25213,1969-12-08
9101,1970-09-27
25744,1956-07-19
6291,1971-06-19
11929,1976-07-08
27803,2008-02-23
31643,1989-12-10
34209,1964-07-22
14499,1984-04-26
24232,1958-06-02
23721,1956-11-06
5036,1954-02-27
7346,1953-09-01
16306,2007-12-21
41395,1956-01-20
11709,1962-11-08
27854,1963-03-18
40913,2001-07-26
42455,1958-11-14
26845,1970-06-19
32733,2003-03-26
25572,1973-11-20
28137,1977-09-12
13546,1958-11-06
19946,1965-01-24
31468,1956-04-02
35310,1993-02-01
39922,2005-12-28
40196,1992-05-08
14085,1985-04-21
36101,1999-10-01
18187,1988-09-06
4630,2003-07-08
40744,1985-01-19
26671,2002-06-21
13876,1984-01-28
35393,1991-08-08
11591,1997-08-08
33864,1992-02-06
19800,1991-10-20
20313,1983-02-24
30813,1995-01-01
8293,1982-12-10
36459,1992-04-18
40815,1994-04-24
42095,1984-08-28
16779,1995-04-07
36243,1996-06-23
27548,1983-09-20
16031,1996-02-06
691,1996-04-07
6080,2007-11-06
41423,1981-03-06
23258,1989-07-06
37595,2000-11-23
45789,2006-03-11
8173,2000-09-18
4851,1987-05-07
30216,1923-09-22
34072,1923-09-16
24627,1943-08-06
32563,1989-12-19
20534,1941-06-23
39752,1998-04-16
31842,1950-12-22
19069,1961-12-09
35966,1990-03-03
26242,1929-11-12
22153,1920-02-19
5537,1960-06-19
28352,1984-07-18
38133,1944-10-28
45768,1957-09-27
8212,1906-06-08
12823,2012-06-15
33995,1995-07-06
18167,1982-02-01
24340,2015-08-14
15136,2013-07-25
41787,2003-11-16
10581,2002-07-08
21597,2011-03-28
3194,2012-10-16
27532,2005-03-08
6045,1998-11-14
15814,2002-09-26
14280,2006-09-21
29135,2005-01-10
40404,1997-12-17
23772,2010-08-04
8169,2003-12-06
17147,2003-02-27
28680,1958-01-26
34057,1987-07-06
20491,2017-06-10
37403,1966-05-04
8220,1982-07-21
44061,1970-12-20
29748,1988-07-25
25400,1964-04-03
43579,1968-01-04
12860,1977-08-16
22343,2000-04-16
8525,1969-12-07
22887,1963-09-01
35948,1963-01-15
37496,1966-02-18
19331,1972-10-17
33416,1960-01-03
37519,1971-09-15
41881,1966-08-18
36250,1994-05-25
16291,1961-02-08
4778,1981-02-19
16813,1976-07-21
29115,1993-03-11
9148,1986-09-03
9922,1974-07-19
26822,1978-12-22
30410,1976-06-23
41418,1970-05-17
20940,1982-01-25
21198,1967-04-20
40657,1981-04-14
13526,1969-01-14
43224,1990-08-13
28121,1972-06-24
12250,1983-02-06
30685,1958-01-27
14558,1994-03-05
42994,1968-05-23
9207,1979-01-06
15885,1942-05-01
17165,1961-11-04
28952,1938-11-14
35870,1971-12-13
33063,1929-05-10
19246,2015-09-13
7217,2000-04-11
27957,1941-02-03
10560,1998-08-20
36676,1932-04-24
23117,1968-02-16
14161,1947-01-09
9560,1978-03-26
30563,1990-02-05
10603,1954-06-01
31083,1952-11-03
26492,1926-10-12
9087,1960-08-28
24705,1959-08-23
27279,1928-10-22
21138,1931-07-16
21403,1939-08-22
37535,1969-06-28
39071,1972-10-27
39845,1963-04-06
40891,1939-12-02
19658,1944-07-02
29387,1953-07-03
33997,1946-06-20
36303,1940-01-11
11217,1960-10-03
13272,1994-06-24
7641,1928-07-18
30434,1948-05-06
14052,1973-10-25
20453,1927-11-03
20716,1949-07-06
24822,1930-11-05
17143,1970-08-16
33045,1999-12-09
18712,1985-03-19
31769,1970-05-25
33316,1983-12-25
15399,2001-12-22
33587,1972-05-19
42549,1981-09-04
22583,1985-11-04
24380,1978-02-13
28504,1988-01-15
7522,1990-03-27
29282,1972-03-11
6499,1991-01-03
5774,1972-10-19
33687,2002-07-17
30617,1981-04-02
31649,1974-03-18
6562,1995-12-04
36005,2019-02-19
9127,2002-08-08
38582,2007-04-23
25788,1976-04-06
7615,1985-12-28
11979,1989-12-01
27851,2003-10-26
37579,1969-05-16
22220,1974-03-18
20688,1999-07-03
39382,1969-10-06
12263,2009-08-12
26858,1970-07-28
47087,1981-09-26
13040,1979-09-21
45558,1985-01-12
8761,1951-09-10
12124,1972-09-27
6278,1941-11-18
42680,1943-11-04
27323,1946-08-05
21957,1949-09-26
27601,1949-06-02
35579,1956-06-11
5489,1959-03-24
15677,2001-12-24
43417,1998-02-09
13755,2001-09-06
25650,1969-03-15
9790,1933-02-28
21322,1939-07-02
17037,1940-06-18
24717,1963-05-22
21916,1954-09-04
35740,1945-11-08
8350,1968-04-04
32930,1942-11-20
27828,2009-04-24
13782,1938-12-02
37889,1984-01-08
21526,1981-10-07
13859,1997-09-04
18470,1981-01-28
34610,1982-08-12
43059,2011-06-08
4921,2014-11-12
24635,1985-12-02
36923,1989-11-14
27712,1989-06-13
11846,1993-10-11
27470,2001-02-18
19030,2003-08-17
44120,1981-10-11
6753,1998-09-13
37738,1994-07-06
23405,1995-12-10
24175,1985-07-01
7025,1992-12-02
14457,1998-07-17
33150,2007-10-05
12673,1995-02-08
29574,2001-09-07
8088,1995-05-13
24738,1990-09-03
32674,2006-10-12
41637,1993-01-10
7590,1987-02-26
42409,1981-06-08
18859,1994-08-25
29868,1990-11-16
36528,1994-01-21
7092,1991-07-14
35511,1982-02-12
9914,1993-09-15
12222,1993-05-12
10695,1989-06-25
6605,1982-01-05
33742,1981-01-19
14032,1984-08-21
27860,2016-02-06
26843,1981-11-14
30429,1984-01-23
40674,2000-03-02
30952,1989-07-20
24575,1995-01-14
44042,1973-09-07
35084,1957-06-24
24339,1959-07-05
33318,1941-09-26
39208,1962-01-13
16177,1955-08-21
27700,2000-04-07
23612,1937-05-09
24642,1982-05-22
17221,1961-11-10
4425,1947-09-19
22090,1994-04-17
34126,1982-08-02
40782,1966-07-21
40528,1947-02-02
11613,1969-09-03
32611,1963-08-03
25444,1942-10-16
32875,1961-10-04
32377,1980-05-12
33675,1974-05-04
18318,1964-01-10
17808,1939-05-23
19602,1944-08-08
17044,1987-02-14
7318,1943-11-28
31646,1985-12-19
7840,1992-08-09
32675,1948-06-11
18607,1939-11-23
20150,1943-10-24
40377,1938-02-03
12734,1946-04-03
12990,1989-08-25
40638,1961-07-25
44998,1978-01-15
17352,1967-06-17
40397,1942-12-21
13531,1951-08-11
27867,1986-08-20
39394,1938-06-26
40424,1940-08-16
13572,1979-05-10
28944,1975-08-04
38416,1977-07-14
31286,1984-01-20
34886,1984-02-15
14924,1984-04-28
31579,1974-02-24
21363,1984-03-18
17275,1993-05-23
31101,1985-08-28
27776,2004-06-17
15498,1972-02-16
22155,1982-04-20
45723,1980-01-19
22429,1971-07-22
20646,1968-02-25
24747,1990-04-10
22701,1971-01-20
29105,1970-06-22
33208,1975-10-07
23481,1983-04-01
23993,1994-04-19
9658,2007-12-21
34497,1982-05-20
20425,1970-05-28
34770,1971-03-18
28388,1967-06-21
39147,1990-06-21
37626,2009-07-25
23804,1973-02-05
37905,1919-09-26
45370,1944-12-23
30794,1978-06-21
38731,1990-05-27
36984,1945-11-23
34977,1919-03-06
36805,1906-04-10
20685,1958-02-05
20517,1983-12-13
18901,1988-03-12
20548,1934-02-11
28150,1924-12-06
45575,1988-10-13
10773,1967-09-07
12567,1966-12-01
27422,1940-09-20
24373,2001-06-07
26933,1947-09-16
21326,1992-10-10
43868,1944-09-05
27741,1992-02-04
34413,1966-04-14
39282,1951-11-24
33663,1941-08-06
31469,1978-10-18
32258,1980-12-28
37642,1971-10-03
25361,1978-09-16
27166,1931-01-08
41761,1928-03-18
3649,1980-09-15
12866,1978-06-23
24147,1940-10-24
22385,1972-02-14
45170,2005-04-23
15992,1969-11-12
22409,1965-09-15
35722,1937-07-11
41615,1980-08-09
8347,1933-07-02
10918,1984-08-06
21683,1982-10-12
25267,1994-07-06
14774,1980-08-07
5819,2015-03-25
41660,1940-04-22
22722,1936-04-14
15069,1960-05-06
2019,1943-10-27
14318,1927-02-11
24815,1947-07-23
38895,1967-06-16
30710,1952-09-23
33271,1932-08-26
3579,1937-05-03
14851,1964-05-06
38418,1959-10-02
15145,1999-03-01
44841,1942-10-23
41514,1942-09-26
31541,2002-01-28
18747,1950-05-27
34619,2003-04-18
10304,1965-06-13
3396,1950-05-11
11589,1935-11-01
14151,1958-06-17
12881,1975-05-25
5203,1965-12-07
25688,1963-05-18
36959,1949-12-01
37471,1961-04-24
16744,1938-06-25
15211,1993-10-17
36973,1966-05-15
30832,1945-01-15
22132,1939-11-26
33409,1994-05-10
29832,1954-06-11
17551,2012-08-02
29344,1938-04-15
27554,1990-06-21
42663,1984-04-28
35244,1990-10-02
18612,1970-01-10
38327,1941-02-25
32445,1960-01-09
37309,1991-01-03
21951,1933-10-24
42690,1941-05-28
6342,1999-07-15
8390,1934-02-12
32203,2006-12-16
39117,1934-06-14
15059,1974-06-21
10967,1941-01-21
44504,1971-12-08
35291,1994-10-15
14301,1941-09-19
41695,1937-04-09
8162,1960-04-27
29157,1959-01-13
33768,1998-05-10
24075,1946-05-25
39184,1957-09-19
17945,1990-01-10
4379,1959-11-25
28958,2005-09-18
24614,1991-01-03
10537,1956-10-01
25907,1970-08-25
27215,1958-01-06
14164,1984-04-03
27489,1955-06-22
24428,1966-03-06
37000,1947-04-18
17560,1999-06-01
15013,1953-09-07
24239,1990-02-13
26549,1957-01-06
25785,1952-02-25
28606,1949-04-10
34246,1945-03-22
21963,2007-07-11
33787,2011-12-11
29205,1970-01-02
16152,1952-02-06
33841,1945-10-03
24409,1992-09-12
25772,1978-08-20
25017,1953-07-08
37399,1938-09-13
25197,1971-11-18
7334,1982-03-16
22846,2000-07-02
32265,1969-07-02
29989,1990-09-23
5679,1975-06-01
9269,1963-09-24
17462,1953-04-02
28745,1975-02-06
34944,1968-12-15
36743,1960-10-08
40585,1959-10-11
40355,1994-10-05
15280,1968-01-01
30897,1957-02-07
40114,1970-11-28
12982,1971-04-12
33212,1970-12-28
46526,1971-11-16
37589,1999-09-17
24834,1970-02-08
8721,1957-09-07
29206,1992-12-13
13592,1970-05-23
18977,1964-06-10
11561,1964-05-03
13878,1975-12-05
7483,1992-09-07
29762,1984-05-23
25155,1959-10-16
13128,1971-12-13
22091,1976-01-06
37455,1957-02-10
40529,1984-01-03
36454,1958-08-03
20848,1994-12-24
37498,1960-06-28
31357,1972-04-08
30848,1966-10-07
28801,1984-07-01
36995,1991-03-20
35716,1999-08-12
28810,1976-04-27
29078,1959-11-19
15262,1973-11-01
23719,1982-05-20
11177,1967-07-16
8875,1962-08-08
1453,1989-09-19
30381,1962-02-12
7616,1997-11-20
21184,1999-05-24
27328,1959-12-07
28609,2000-09-01
39361,1970-09-12
20419,1975-04-01
44228,1964-08-27
11975,1964-07-21
39367,2011-09-04
35280,1993-09-08
16601,2005-05-11
20185,1971-11-12
26335,1995-07-13
23529,1975-04-23
39153,1996-08-05
13301,1980-02-21
34805,1983-11-16
15887,1986-02-02
29464,1987-05-27
26394,1993-12-26
28960,1991-01-03
21795,2001-11-24
37166,1992-05-14
28464,2003-01-13
34097,2012-02-20
11577,1992-10-22
12094,1987-02-13
15177,2004-11-15
19544,2000-01-05
25445,1999-08-02
18793,1993-11-17
15727,1988-03-08
35696,1992-11-02
6785,1992-07-25
14726,1996-12-14
6535,1999-01-10
36489,1990-04-19
12430,2002-01-26
23183,2005-02-16
36499,2006-09-03
29350,2006-08-22
20392,1990-11-05
28859,1988-03-16
19154,1986-07-02
19667,1986-12-19
37588,2011-07-17
42713,1986-11-18
24031,1990-09-03
29663,1992-12-08
39136,1996-03-07
40933,1993-08-03
34538,1994-04-26
8427,1987-10-28
14061,1989-08-16
8688,1991-03-22
